sector.name,subsector.name,technology,minicam.energy.input,units,year,coefficient
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2075,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2080,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2085,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2090,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2095,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2100,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,1975,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,1990,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2005,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2010,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2015,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2020,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2025,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2030,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2035,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2040,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2045,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2050,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2055,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2060,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2065,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2070,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2075,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2080,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2085,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2090,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2095,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_W,M3 water / GJ H2,2100,0.0743447
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,1975,1.626122
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,1990,1.626122
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2005,1.626122
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2010,1.626122
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2015,1.626122
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2020,1.6007911
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2025,1.5758547999999999
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2030,1.551307
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2035,1.5271415
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2040,1.5033525
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2045,1.479934
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2050,1.4568804
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2055,1.4341858
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2060,1.4118448
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2065,1.3898518
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2070,1.3780695
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2075,1.3780695
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2080,1.3780695
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2085,1.3780695
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2090,1.3780695
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2095,1.3780695
H2 central production,solar,electrolysis,global solar resource,GJ input / GJ H2,2100,1.3780695
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,1975,0.1498923
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,1990,0.1498923
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2005,0.1498923
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2010,0.1498923
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2015,0.1498923
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2020,0.144622
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2025,0.1395371
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2030,0.134631
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2035,0.1298973
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2040,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2045,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2050,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2055,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2060,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2065,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2070,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2075,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2080,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2085,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2090,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2095,0.1253301
H2 central production,solar,electrolysis,water_td_ind_C,M3 water / GJ H2,2100,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,1975,0.1498923
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,1990,0.1498923
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2005,0.1498923
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2010,0.1498923
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2015,0.1498923
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2020,0.144622
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2025,0.1395371
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2030,0.134631
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2035,0.1298973
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2040,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2045,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2050,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2055,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2060,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2065,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2070,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2075,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2080,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2085,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2090,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2095,0.1253301
H2 central production,solar,electrolysis,water_td_ind_W,M3 water / GJ H2,2100,0.1253301
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,1975,1.626122
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,1990,1.626122
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2005,1.626122
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2010,1.626122
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2015,1.626122
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2020,1.6007911
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2025,1.5758547999999999
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2030,1.551307
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2035,1.5271415
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2040,1.5033525
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2045,1.479934
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2050,1.4568804
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2055,1.4341858
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2060,1.4118448
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2065,1.3898518
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2070,1.3780695
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2075,1.3780695
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2080,1.3780695
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2085,1.3780695
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2090,1.3780695
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2095,1.3780695
H2 central production,wind,electrolysis,onshore wind resource,GJ input / GJ H2,2100,1.3780695
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,1975,0.1498923
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,1990,0.1498923
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2005,0.1498923
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2010,0.1498923
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2015,0.1498923
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2020,0.144622
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2025,0.1395371
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2030,0.134631
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2035,0.1298973
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2040,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2045,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2050,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2055,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2060,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2065,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2070,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2075,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2080,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2085,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2090,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2095,0.1253301
H2 central production,wind,electrolysis,water_td_ind_C,M3 water / GJ H2,2100,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,1975,0.1498923
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,1990,0.1498923
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2005,0.1498923
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2010,0.1498923
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2015,0.1498923
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2020,0.144622
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2025,0.1395371
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2030,0.134631
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2035,0.1298973
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2040,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2045,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2050,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2055,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2060,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2065,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2070,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2075,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2080,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2085,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2090,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2095,0.1253301
H2 central production,wind,electrolysis,water_td_ind_W,M3 water / GJ H2,2100,0.1253301
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,1975,1.6351162240000001
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,1990,1.6351162240000001
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2005,1.6351162240000001
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2010,1.6351162240000001
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2015,1.6351162240000001
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2020,1.610951945
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2025,1.5871447719999998
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2030,1.56368943
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2035,1.5405807210000002
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2040,1.517813519
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2045,1.4953827769999999
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2050,1.473283523
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2055,1.4515108589999999
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2060,1.430059962
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2065,1.4089260699999997
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2070,1.397535234
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2075,1.397535234
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2080,1.397535234
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2085,1.397535234
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2090,1.397535234
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2095,1.397535234
H2 industrial,forecourt production,electrolysis,elect_td_ind,GJ input / GJ H2,2100,1.397535234
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,1975,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,1990,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2005,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2010,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2015,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2020,0.144622
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2025,0.1395371
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2030,0.134631
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2035,0.1298973
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2040,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2045,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2050,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2055,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2060,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2065,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2070,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2075,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2080,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2085,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2090,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2095,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_C,M3 water / GJ H2,2100,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,1975,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,1990,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2005,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2010,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2015,0.1498923
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2020,0.144622
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2025,0.1395371
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2030,0.134631
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2035,0.1298973
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2040,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2045,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2050,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2055,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2060,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2065,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2070,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2075,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2080,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2085,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2090,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2095,0.1253301
H2 industrial,forecourt production,electrolysis,water_td_ind_W,M3 water / GJ H2,2100,0.1253301
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,1975,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,1990,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2005,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2010,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2015,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2020,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2025,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2030,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2035,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2040,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2045,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2050,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2055,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2060,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2065,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2070,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2075,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2080,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2085,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2090,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2095,1
H2 industrial,H2 delivery,H2 delivery,H2 wholesale delivery,GJ input / GJ H2,2100,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,1975,0.2766
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,1990,0.2766
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2005,0.2766
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2010,0.2766
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2015,0.2766
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2020,0.2766
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2025,0.2766
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2030,0.264
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2035,0.252
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2040,0.24050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2045,0.2326
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2050,0.225
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2055,0.21760000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2060,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2065,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2070,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2075,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2080,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2085,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2090,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2095,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,elect_td_ind,GJ input / GJ H2,2100,0.21050000000000002
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,1975,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,1990,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2005,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2010,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2015,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2020,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2025,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2030,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2035,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2040,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2045,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2050,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2055,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2060,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2065,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2070,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2075,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2080,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2085,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2090,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2095,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,H2 central production,GJ input / GJ H2,2100,1
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,1975,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,1990,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2005,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2010,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2015,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2020,1327
H2 liquid truck,H2 liquid truck,H2 liquid truck,trn_freight_road,GJ input / GJ H2,2025,1327
