sector.name,subsector.name,technology,minicam.energy.input,units,year,coefficient
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2040,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2045,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2050,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2055,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2060,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2065,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2070,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2075,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2080,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2085,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2090,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2095,0.3167924
H2 central production,coal,coal chemical CCS,water_td_ind_W,M3 water / GJ H2,2100,0.3167924
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,1975,1.626122
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,1990,1.626122
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2005,1.626122
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2010,1.626122
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2015,1.626122
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2020,1.6007911
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2025,1.5758547999999999
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2030,1.551307
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2035,1.5271415
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2040,1.5033525
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2045,1.479934
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2050,1.4568804
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2055,1.4341858
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2060,1.4118448
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2065,1.3898518
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2070,1.3780695
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2075,1.3780695
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2080,1.3780695
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2085,1.3780695
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2090,1.3780695
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2095,1.3780695
H2 central production,electricity,electrolysis,elect_td_ind,GJ input / GJ H2,2100,1.3780695
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,1975,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,1990,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2005,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2010,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2015,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2020,0.144622
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2025,0.1395371
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2030,0.134631
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2035,0.1298973
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2040,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2045,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2050,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2055,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2060,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2065,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2070,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2075,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2080,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2085,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2090,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2095,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_C,M3 water / GJ H2,2100,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,1975,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,1990,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2005,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2010,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2015,0.1498923
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2020,0.144622
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2025,0.1395371
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2030,0.134631
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2035,0.1298973
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2040,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2045,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2050,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2055,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2060,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2065,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2070,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2075,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2080,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2085,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2090,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2095,0.1253301
H2 central production,electricity,electrolysis,water_td_ind_W,M3 water / GJ H2,2100,0.1253301
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,1975,0.0170535
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,1990,0.0170535
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2005,0.0170535
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2010,0.0170535
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2015,0.0170535
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2020,0.0172327
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2025,0.0174138
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2030,0.0175968
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2035,0.0177817
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2040,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2045,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2050,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2055,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2060,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2065,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2070,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2075,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2080,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2085,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2090,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2095,0.0179686
H2 central production,gas,natural gas steam reforming,elect_td_ind,GJ input / GJ H2,2100,0.0179686
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,1975,1.3712669
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,1990,1.3712669
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2005,1.3712669
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2010,1.3712669
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2015,1.3712669
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2020,1.3708341
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2025,1.3704014
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2030,1.3699688
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2035,1.3695364
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2040,1.3691041
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2045,1.3686719
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2050,1.3682399
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2055,1.367808
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2060,1.3673762
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2065,1.3669446
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2070,1.3665131
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2075,1.3660818
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2080,1.3656506
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2085,1.3652195
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2090,1.3647885
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2095,1.3643577
H2 central production,gas,natural gas steam reforming,regional natural gas,GJ input / GJ H2,2100,1.3639271
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,1975,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,1990,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2005,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2010,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2015,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2020,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2025,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2030,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2035,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2040,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2045,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2050,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2055,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2060,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2065,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2070,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2075,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2080,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2085,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2090,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2095,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2100,0.135285
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,1975,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,1990,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2005,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2010,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2015,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2020,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2025,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2030,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2035,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2040,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2045,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2050,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2055,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2060,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2065,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2070,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2075,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2080,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2085,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2090,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2095,0.1527264
H2 central production,gas,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2100,0.1527264
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,1975,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,1990,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2005,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2010,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2015,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2020,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2025,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2030,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2035,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2040,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2045,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2050,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2055,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2060,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2065,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2070,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2075,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2080,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2085,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2090,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2095,0.0195491
H2 central production,gas,natural gas steam reforming CCS,elect_td_ind,GJ input / GJ H2,2100,0.0195491
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,1975,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,1990,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2005,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2010,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2015,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2020,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2025,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2030,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2035,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2040,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2045,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2050,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2055,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2060,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2065,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2070,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2075,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2080,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2085,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2090,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2095,1.3673571
H2 central production,gas,natural gas steam reforming CCS,regional natural gas,GJ input / GJ H2,2100,1.3673571
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,1975,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,1990,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2005,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2010,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2015,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2020,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2025,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2030,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2035,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2040,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2045,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2050,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2055,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2060,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2065,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2070,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2075,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2080,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2085,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2090,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2095,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_C,M3 water / GJ H2,2100,0.1414981
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,1975,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,1990,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2005,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2010,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2015,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2020,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2025,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2030,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2035,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2040,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2045,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2050,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2055,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2060,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2065,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2070,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2075,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2080,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2085,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2090,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2095,0.1527264
H2 central production,gas,natural gas steam reforming CCS,water_td_ind_W,M3 water / GJ H2,2100,0.1527264
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,1975,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,1990,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2005,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2010,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2015,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2020,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2025,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2030,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2035,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2040,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2045,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2050,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2055,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2060,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2065,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2070,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2075,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2080,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2085,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2090,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2095,1.1984028
H2 central production,nuclear,thermal splitting,nuclearFuelGenIII,GJ input / GJ H2,2100,1.1984028
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,1975,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,1990,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2005,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2010,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2015,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2020,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2025,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2030,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2035,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2040,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2045,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2050,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2055,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2060,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2065,0.0743447
H2 central production,nuclear,thermal splitting,water_td_ind_C,M3 water / GJ H2,2070,0.0743447
