sector.name,subsector.name,technology,year,minicam.energy.input,coefficient
iron and steel,EAF with DRI,Hydrogen-based DRI,2025,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2030,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2035,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2040,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2045,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2050,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2055,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2060,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2065,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2070,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2075,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2080,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2085,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2090,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2095,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,2100,elect_td_ind,0.0012403
iron and steel,EAF with DRI,Hydrogen-based DRI,1975,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,1990,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2005,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2010,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2015,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2020,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2025,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2030,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2035,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2040,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2045,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2050,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2055,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2060,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2065,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2070,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2075,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2080,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2085,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2090,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2095,H2 industrial,0.0143693
iron and steel,EAF with DRI,Hydrogen-based DRI,2100,H2 industrial,0.0143693
iron and steel,EAF with scrap,EAF with scrap,1975,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,1990,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2005,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2010,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2015,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2020,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2025,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2030,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2035,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2040,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2045,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2050,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2055,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2060,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2065,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2070,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2075,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2080,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2085,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2090,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2095,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,2100,elect_td_ind,0.0015474
iron and steel,EAF with scrap,EAF with scrap,1975,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,1990,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2005,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2010,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2015,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2020,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2025,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2030,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2035,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2040,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2045,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2050,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2055,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2060,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2065,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2070,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2075,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2080,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2085,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2090,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2095,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,2100,refined liquids industrial,5.627e-4
iron and steel,EAF with scrap,EAF with scrap,1975,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,1990,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2005,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2010,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2015,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2020,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2025,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2030,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2035,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2040,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2045,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2050,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2055,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2060,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2065,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2070,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2075,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2080,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2085,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2090,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2095,scrap,1.1
iron and steel,EAF with scrap,EAF with scrap,2100,scrap,1.1
