region,supplysector,subsector,stub.technology,year,minicam.non.energy.input,input.cost
Africa_Southern,H2 central production,solar,electrolysis,2100,solar panels,2.619709113919231
Africa_Western,H2 central production,solar,electrolysis,2100,solar panels,2.638583011530739
Australia_NZ,H2 central production,solar,electrolysis,2100,solar panels,2.6487379495318697
Brazil,H2 central production,solar,electrolysis,2100,solar panels,2.9258047652930013
Canada,H2 central production,solar,electrolysis,2100,solar panels,5.561984603496718
Central America and Caribbean,H2 central production,solar,electrolysis,2100,solar panels,2.872049530545637
Central Asia,H2 central production,solar,electrolysis,2100,solar panels,3.3624600239257596
China,H2 central production,solar,electrolysis,2100,solar panels,3.009101669640676
EU-12,H2 central production,solar,electrolysis,2100,solar panels,4.361045921385043
EU-15,H2 central production,solar,electrolysis,2100,solar panels,3.9405561625625403
Europe_Eastern,H2 central production,solar,electrolysis,2100,solar panels,4.431722874615294
Europe_Non_EU,H2 central production,solar,electrolysis,2100,solar panels,3.2880369902759408
European Free Trade Association,H2 central production,solar,electrolysis,2100,solar panels,6.567794945828848
India,H2 central production,solar,electrolysis,2100,solar panels,2.9181611610431974
Indonesia,H2 central production,solar,electrolysis,2100,solar panels,3.1145330940112053
Japan,H2 central production,solar,electrolysis,2100,solar panels,3.8167860672682052
Mexico,H2 central production,solar,electrolysis,2100,solar panels,2.6890875285606524
Middle East,H2 central production,solar,electrolysis,2100,solar panels,2.6371294247531867
Pakistan,H2 central production,solar,electrolysis,2100,solar panels,2.7803811947711092
Russia,H2 central production,solar,electrolysis,2100,solar panels,5.543377870245951
South Africa,H2 central production,solar,electrolysis,2100,solar panels,2.613969694714826
South America_Northern,H2 central production,solar,electrolysis,2100,solar panels,2.9695591418965166
South America_Southern,H2 central production,solar,electrolysis,2100,solar panels,2.9994208160100344
South Asia,H2 central production,solar,electrolysis,2100,solar panels,2.833120419237198
South Korea,H2 central production,solar,electrolysis,2100,solar panels,3.4500264795730833
Southeast Asia,H2 central production,solar,electrolysis,2100,solar panels,3.036393362207523
Taiwan,H2 central production,solar,electrolysis,2100,solar panels,3.609942304344803
Argentina,H2 central production,solar,electrolysis,2100,solar panels,3.099989066563738
Colombia,H2 central production,solar,electrolysis,2100,solar panels,3.2984749427386655
USA,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Africa_Eastern,H2 central production,wind,electrolysis,1975,wind turbines,9.19598717049799
Africa_Northern,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Africa_Southern,H2 central production,wind,electrolysis,1975,wind turbines,11.089278646776986
Africa_Western,H2 central production,wind,electrolysis,1975,wind turbines,8.977035095009942
Australia_NZ,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Brazil,H2 central production,wind,electrolysis,1975,wind turbines,8.977035095009942
Canada,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Central America and Caribbean,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Central Asia,H2 central production,wind,electrolysis,1975,wind turbines,8.768266836986456
China,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
EU-12,H2 central production,wind,electrolysis,1975,wind turbines,8.378566088675946
EU-15,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Europe_Eastern,H2 central production,wind,electrolysis,1975,wind turbines,9.19598717049799
Europe_Non_EU,H2 central production,wind,electrolysis,1975,wind turbines,8.568988045236763
European Free Trade Association,H2 central production,wind,electrolysis,1975,wind turbines,8.378566088675946
India,H2 central production,wind,electrolysis,1975,wind turbines,8.768266836986456
Indonesia,H2 central production,wind,electrolysis,1975,wind turbines,9.19598717049799
Japan,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Mexico,H2 central production,wind,electrolysis,1975,wind turbines,8.196423347617772
Middle East,H2 central production,wind,electrolysis,1975,wind turbines,8.768266836986456
Pakistan,H2 central production,wind,electrolysis,1975,wind turbines,8.768266836986456
Russia,H2 central production,wind,electrolysis,1975,wind turbines,8.378566088675946
South Africa,H2 central production,wind,electrolysis,1975,wind turbines,8.568988045236763
South America_Northern,H2 central production,wind,electrolysis,1975,wind turbines,8.768266836986456
South America_Southern,H2 central production,wind,electrolysis,1975,wind turbines,8.568988045236763
South Asia,H2 central production,wind,electrolysis,1975,wind turbines,8.768266836986456
South Korea,H2 central production,wind,electrolysis,1975,wind turbines,10.473207610844932
Southeast Asia,H2 central production,wind,electrolysis,1975,wind turbines,8.768266836986456
Taiwan,H2 central production,wind,electrolysis,1975,wind turbines,9.667576256164553
Argentina,H2 central production,wind,electrolysis,1975,wind turbines,8.378566088675946
Colombia,H2 central production,wind,electrolysis,1975,wind turbines,9.425886849760438
USA,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Africa_Eastern,H2 central production,wind,electrolysis,1990,wind turbines,9.19598717049799
Africa_Northern,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Africa_Southern,H2 central production,wind,electrolysis,1990,wind turbines,11.089278646776986
Africa_Western,H2 central production,wind,electrolysis,1990,wind turbines,8.977035095009942
Australia_NZ,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Brazil,H2 central production,wind,electrolysis,1990,wind turbines,8.977035095009942
Canada,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Central America and Caribbean,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Central Asia,H2 central production,wind,electrolysis,1990,wind turbines,8.768266836986456
China,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
EU-12,H2 central production,wind,electrolysis,1990,wind turbines,8.378566088675946
EU-15,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Europe_Eastern,H2 central production,wind,electrolysis,1990,wind turbines,9.19598717049799
Europe_Non_EU,H2 central production,wind,electrolysis,1990,wind turbines,8.568988045236763
European Free Trade Association,H2 central production,wind,electrolysis,1990,wind turbines,8.378566088675946
India,H2 central production,wind,electrolysis,1990,wind turbines,8.768266836986456
Indonesia,H2 central production,wind,electrolysis,1990,wind turbines,9.19598717049799
Japan,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Mexico,H2 central production,wind,electrolysis,1990,wind turbines,8.196423347617772
Middle East,H2 central production,wind,electrolysis,1990,wind turbines,8.768266836986456
Pakistan,H2 central production,wind,electrolysis,1990,wind turbines,8.768266836986456
Russia,H2 central production,wind,electrolysis,1990,wind turbines,8.378566088675946
South Africa,H2 central production,wind,electrolysis,1990,wind turbines,8.568988045236763
South America_Northern,H2 central production,wind,electrolysis,1990,wind turbines,8.768266836986456
South America_Southern,H2 central production,wind,electrolysis,1990,wind turbines,8.568988045236763
South Asia,H2 central production,wind,electrolysis,1990,wind turbines,8.768266836986456
South Korea,H2 central production,wind,electrolysis,1990,wind turbines,10.473207610844932
Southeast Asia,H2 central production,wind,electrolysis,1990,wind turbines,8.768266836986456
Taiwan,H2 central production,wind,electrolysis,1990,wind turbines,9.667576256164553
Argentina,H2 central production,wind,electrolysis,1990,wind turbines,8.378566088675946
Colombia,H2 central production,wind,electrolysis,1990,wind turbines,9.425886849760438
USA,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Africa_Eastern,H2 central production,wind,electrolysis,2005,wind turbines,9.19598717049799
Africa_Northern,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Africa_Southern,H2 central production,wind,electrolysis,2005,wind turbines,11.089278646776986
Africa_Western,H2 central production,wind,electrolysis,2005,wind turbines,8.977035095009942
Australia_NZ,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Brazil,H2 central production,wind,electrolysis,2005,wind turbines,8.977035095009942
Canada,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Central America and Caribbean,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Central Asia,H2 central production,wind,electrolysis,2005,wind turbines,8.768266836986456
China,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
EU-12,H2 central production,wind,electrolysis,2005,wind turbines,8.378566088675946
EU-15,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Europe_Eastern,H2 central production,wind,electrolysis,2005,wind turbines,9.19598717049799
Europe_Non_EU,H2 central production,wind,electrolysis,2005,wind turbines,8.568988045236763
European Free Trade Association,H2 central production,wind,electrolysis,2005,wind turbines,8.378566088675946
India,H2 central production,wind,electrolysis,2005,wind turbines,8.768266836986456
Indonesia,H2 central production,wind,electrolysis,2005,wind turbines,9.19598717049799
Japan,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Mexico,H2 central production,wind,electrolysis,2005,wind turbines,8.196423347617772
Middle East,H2 central production,wind,electrolysis,2005,wind turbines,8.768266836986456
Pakistan,H2 central production,wind,electrolysis,2005,wind turbines,8.768266836986456
Russia,H2 central production,wind,electrolysis,2005,wind turbines,8.378566088675946
South Africa,H2 central production,wind,electrolysis,2005,wind turbines,8.568988045236763
South America_Northern,H2 central production,wind,electrolysis,2005,wind turbines,8.768266836986456
South America_Southern,H2 central production,wind,electrolysis,2005,wind turbines,8.568988045236763
South Asia,H2 central production,wind,electrolysis,2005,wind turbines,8.768266836986456
South Korea,H2 central production,wind,electrolysis,2005,wind turbines,10.473207610844932
Southeast Asia,H2 central production,wind,electrolysis,2005,wind turbines,8.768266836986456
Taiwan,H2 central production,wind,electrolysis,2005,wind turbines,9.667576256164553
Argentina,H2 central production,wind,electrolysis,2005,wind turbines,8.378566088675946
Colombia,H2 central production,wind,electrolysis,2005,wind turbines,9.425886849760438
USA,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Africa_Eastern,H2 central production,wind,electrolysis,2010,wind turbines,9.19598717049799
Africa_Northern,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Africa_Southern,H2 central production,wind,electrolysis,2010,wind turbines,11.089278646776986
Africa_Western,H2 central production,wind,electrolysis,2010,wind turbines,8.977035095009942
Australia_NZ,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Brazil,H2 central production,wind,electrolysis,2010,wind turbines,8.977035095009942
Canada,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Central America and Caribbean,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Central Asia,H2 central production,wind,electrolysis,2010,wind turbines,8.768266836986456
China,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
EU-12,H2 central production,wind,electrolysis,2010,wind turbines,8.378566088675946
EU-15,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Europe_Eastern,H2 central production,wind,electrolysis,2010,wind turbines,9.19598717049799
Europe_Non_EU,H2 central production,wind,electrolysis,2010,wind turbines,8.568988045236763
European Free Trade Association,H2 central production,wind,electrolysis,2010,wind turbines,8.378566088675946
India,H2 central production,wind,electrolysis,2010,wind turbines,8.768266836986456
Indonesia,H2 central production,wind,electrolysis,2010,wind turbines,9.19598717049799
Japan,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Mexico,H2 central production,wind,electrolysis,2010,wind turbines,8.196423347617772
Middle East,H2 central production,wind,electrolysis,2010,wind turbines,8.768266836986456
Pakistan,H2 central production,wind,electrolysis,2010,wind turbines,8.768266836986456
Russia,H2 central production,wind,electrolysis,2010,wind turbines,8.378566088675946
South Africa,H2 central production,wind,electrolysis,2010,wind turbines,8.568988045236763
South America_Northern,H2 central production,wind,electrolysis,2010,wind turbines,8.768266836986456
South America_Southern,H2 central production,wind,electrolysis,2010,wind turbines,8.568988045236763
South Asia,H2 central production,wind,electrolysis,2010,wind turbines,8.768266836986456
South Korea,H2 central production,wind,electrolysis,2010,wind turbines,10.473207610844932
Southeast Asia,H2 central production,wind,electrolysis,2010,wind turbines,8.768266836986456
Taiwan,H2 central production,wind,electrolysis,2010,wind turbines,9.667576256164553
Argentina,H2 central production,wind,electrolysis,2010,wind turbines,8.378566088675946
Colombia,H2 central production,wind,electrolysis,2010,wind turbines,9.425886849760438
USA,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Africa_Eastern,H2 central production,wind,electrolysis,2015,wind turbines,9.19598717049799
Africa_Northern,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Africa_Southern,H2 central production,wind,electrolysis,2015,wind turbines,11.089278646776986
Africa_Western,H2 central production,wind,electrolysis,2015,wind turbines,8.977035095009942
Australia_NZ,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Brazil,H2 central production,wind,electrolysis,2015,wind turbines,8.977035095009942
Canada,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Central America and Caribbean,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Central Asia,H2 central production,wind,electrolysis,2015,wind turbines,8.768266836986456
China,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
EU-12,H2 central production,wind,electrolysis,2015,wind turbines,8.378566088675946
EU-15,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Europe_Eastern,H2 central production,wind,electrolysis,2015,wind turbines,9.19598717049799
Europe_Non_EU,H2 central production,wind,electrolysis,2015,wind turbines,8.568988045236763
European Free Trade Association,H2 central production,wind,electrolysis,2015,wind turbines,8.378566088675946
India,H2 central production,wind,electrolysis,2015,wind turbines,8.768266836986456
Indonesia,H2 central production,wind,electrolysis,2015,wind turbines,9.19598717049799
Japan,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Mexico,H2 central production,wind,electrolysis,2015,wind turbines,8.196423347617772
Middle East,H2 central production,wind,electrolysis,2015,wind turbines,8.768266836986456
Pakistan,H2 central production,wind,electrolysis,2015,wind turbines,8.768266836986456
Russia,H2 central production,wind,electrolysis,2015,wind turbines,8.378566088675946
South Africa,H2 central production,wind,electrolysis,2015,wind turbines,8.568988045236763
South America_Northern,H2 central production,wind,electrolysis,2015,wind turbines,8.768266836986456
South America_Southern,H2 central production,wind,electrolysis,2015,wind turbines,8.568988045236763
South Asia,H2 central production,wind,electrolysis,2015,wind turbines,8.768266836986456
South Korea,H2 central production,wind,electrolysis,2015,wind turbines,10.473207610844932
Southeast Asia,H2 central production,wind,electrolysis,2015,wind turbines,8.768266836986456
Taiwan,H2 central production,wind,electrolysis,2015,wind turbines,9.667576256164553
Argentina,H2 central production,wind,electrolysis,2015,wind turbines,8.378566088675946
Colombia,H2 central production,wind,electrolysis,2015,wind turbines,9.425886849760438
USA,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Africa_Eastern,H2 central production,wind,electrolysis,2020,wind turbines,7.820465916215459
Africa_Northern,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Africa_Southern,H2 central production,wind,electrolysis,2020,wind turbines,9.43056184014217
Africa_Western,H2 central production,wind,electrolysis,2020,wind turbines,7.634264346781757
Australia_NZ,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Brazil,H2 central production,wind,electrolysis,2020,wind turbines,7.634264346781757
Canada,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Central America and Caribbean,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Central Asia,H2 central production,wind,electrolysis,2020,wind turbines,7.456723315461251
China,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
EU-12,H2 central production,wind,electrolysis,2020,wind turbines,7.125313390329641
EU-15,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Europe_Eastern,H2 central production,wind,electrolysis,2020,wind turbines,7.820465916215459
Europe_Non_EU,H2 central production,wind,electrolysis,2020,wind turbines,7.2872523310189505
European Free Trade Association,H2 central production,wind,electrolysis,2020,wind turbines,7.125313390329641
India,H2 central production,wind,electrolysis,2020,wind turbines,7.456723315461251
Indonesia,H2 central production,wind,electrolysis,2020,wind turbines,7.820465916215459
Japan,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Mexico,H2 central production,wind,electrolysis,2020,wind turbines,6.970415273148562
Middle East,H2 central production,wind,electrolysis,2020,wind turbines,7.456723315461251
Pakistan,H2 central production,wind,electrolysis,2020,wind turbines,7.456723315461251
Russia,H2 central production,wind,electrolysis,2020,wind turbines,7.125313390329641
South Africa,H2 central production,wind,electrolysis,2020,wind turbines,7.2872523310189505
South America_Northern,H2 central production,wind,electrolysis,2020,wind turbines,7.456723315461251
South America_Southern,H2 central production,wind,electrolysis,2020,wind turbines,7.2872523310189505
South Asia,H2 central production,wind,electrolysis,2020,wind turbines,7.456723315461251
South Korea,H2 central production,wind,electrolysis,2020,wind turbines,8.90664173791205
Southeast Asia,H2 central production,wind,electrolysis,2020,wind turbines,7.456723315461251
Taiwan,H2 central production,wind,electrolysis,2020,wind turbines,8.221515450380355
Argentina,H2 central production,wind,electrolysis,2020,wind turbines,7.125313390329641
Colombia,H2 central production,wind,electrolysis,2020,wind turbines,8.0159775641208455
USA,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Africa_Eastern,H2 central production,wind,electrolysis,2025,wind turbines,6.831464488319306
Africa_Northern,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Africa_Southern,H2 central production,wind,electrolysis,2025,wind turbines,8.237942471208575
Africa_Western,H2 central production,wind,electrolysis,2025,wind turbines,6.668810571930751
Australia_NZ,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Brazil,H2 central production,wind,electrolysis,2025,wind turbines,6.668810571930751
Canada,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Central America and Caribbean,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Central Asia,H2 central production,wind,electrolysis,2025,wind turbines,6.513721953978872
China,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
EU-12,H2 central production,wind,electrolysis,2025,wind turbines,6.224223200468701
EU-15,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Europe_Eastern,H2 central production,wind,electrolysis,2025,wind turbines,6.831464488319306
Europe_Non_EU,H2 central production,wind,electrolysis,2025,wind turbines,6.365682818661171
European Free Trade Association,H2 central production,wind,electrolysis,2025,wind turbines,6.224223200468701
India,H2 central production,wind,electrolysis,2025,wind turbines,6.513721953978872
Indonesia,H2 central production,wind,electrolysis,2025,wind turbines,6.831464488319306
Japan,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Mexico,H2 central production,wind,electrolysis,2025,wind turbines,6.088914000458511
Middle East,H2 central production,wind,electrolysis,2025,wind turbines,6.513721953978872
Pakistan,H2 central production,wind,electrolysis,2025,wind turbines,6.513721953978872
Russia,H2 central production,wind,electrolysis,2025,wind turbines,6.224223200468701
South Africa,H2 central production,wind,electrolysis,2025,wind turbines,6.365682818661171
South America_Northern,H2 central production,wind,electrolysis,2025,wind turbines,6.513721953978872
South America_Southern,H2 central production,wind,electrolysis,2025,wind turbines,6.365682818661171
South Asia,H2 central production,wind,electrolysis,2025,wind turbines,6.513721953978872
South Korea,H2 central production,wind,electrolysis,2025,wind turbines,7.7802790005858755
Southeast Asia,H2 central production,wind,electrolysis,2025,wind turbines,6.513721953978872
Taiwan,H2 central production,wind,electrolysis,2025,wind turbines,7.181796000540809
Argentina,H2 central production,wind,electrolysis,2025,wind turbines,6.224223200468701
Colombia,H2 central production,wind,electrolysis,2025,wind turbines,7.002251100527288
USA,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Africa_Eastern,H2 central production,wind,electrolysis,2030,wind turbines,6.08479533282385
Africa_Northern,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Africa_Southern,H2 central production,wind,electrolysis,2030,wind turbines,7.337547313111114
Africa_Western,H2 central production,wind,electrolysis,2030,wind turbines,5.939919253470902
Australia_NZ,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Brazil,H2 central production,wind,electrolysis,2030,wind turbines,5.939919253470902
Canada,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Central America and Caribbean,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Central Asia,H2 central production,wind,electrolysis,2030,wind turbines,5.801781596413439
China,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
EU-12,H2 central production,wind,electrolysis,2030,wind turbines,5.543924636572841
EU-15,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Europe_Eastern,H2 central production,wind,electrolysis,2030,wind turbines,6.08479533282385
Europe_Non_EU,H2 central production,wind,electrolysis,2030,wind turbines,5.669922923767679
European Free Trade Association,H2 central production,wind,electrolysis,2030,wind turbines,5.543924636572841
India,H2 central production,wind,electrolysis,2030,wind turbines,5.801781596413439
Indonesia,H2 central production,wind,electrolysis,2030,wind turbines,6.08479533282385
Japan,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Mexico,H2 central production,wind,electrolysis,2030,wind turbines,5.423404535777779
Middle East,H2 central production,wind,electrolysis,2030,wind turbines,5.801781596413439
Pakistan,H2 central production,wind,electrolysis,2030,wind turbines,5.801781596413439
Russia,H2 central production,wind,electrolysis,2030,wind turbines,5.543924636572841
South Africa,H2 central production,wind,electrolysis,2030,wind turbines,5.669922923767679
South America_Northern,H2 central production,wind,electrolysis,2030,wind turbines,5.801781596413439
South America_Southern,H2 central production,wind,electrolysis,2030,wind turbines,5.669922923767679
South Asia,H2 central production,wind,electrolysis,2030,wind turbines,5.801781596413439
South Korea,H2 central production,wind,electrolysis,2030,wind turbines,6.929905795716052
Southeast Asia,H2 central production,wind,electrolysis,2030,wind turbines,5.801781596413439
Taiwan,H2 central production,wind,electrolysis,2030,wind turbines,6.39683611912251
Argentina,H2 central production,wind,electrolysis,2030,wind turbines,5.543924636572841
Colombia,H2 central production,wind,electrolysis,2030,wind turbines,6.236915216144447
USA,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Africa_Eastern,H2 central production,wind,electrolysis,2035,wind turbines,5.541496356720069
Africa_Northern,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Africa_Southern,H2 central production,wind,electrolysis,2035,wind turbines,6.682392665456555
Africa_Western,H2 central production,wind,electrolysis,2035,wind turbines,5.409555967274354
Australia_NZ,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Brazil,H2 central production,wind,electrolysis,2035,wind turbines,5.409555967274354
Canada,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Central America and Caribbean,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Central Asia,H2 central production,wind,electrolysis,2035,wind turbines,5.283752340128438
China,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
EU-12,H2 central production,wind,electrolysis,2035,wind turbines,5.048918902789397
EU-15,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Europe_Eastern,H2 central production,wind,electrolysis,2035,wind turbines,5.541496356720069
Europe_Non_EU,H2 central production,wind,electrolysis,2035,wind turbines,5.163667059670973
European Free Trade Association,H2 central production,wind,electrolysis,2035,wind turbines,5.048918902789397
India,H2 central production,wind,electrolysis,2035,wind turbines,5.283752340128438
Indonesia,H2 central production,wind,electrolysis,2035,wind turbines,5.541496356720069
Japan,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Mexico,H2 central production,wind,electrolysis,2035,wind turbines,4.939159796207019
Middle East,H2 central production,wind,electrolysis,2035,wind turbines,5.283752340128438
Pakistan,H2 central production,wind,electrolysis,2035,wind turbines,5.283752340128438
Russia,H2 central production,wind,electrolysis,2035,wind turbines,5.048918902789397
South Africa,H2 central production,wind,electrolysis,2035,wind turbines,5.163667059670973
South America_Northern,H2 central production,wind,electrolysis,2035,wind turbines,5.283752340128438
South America_Southern,H2 central production,wind,electrolysis,2035,wind turbines,5.163667059670973
South Asia,H2 central production,wind,electrolysis,2035,wind turbines,5.283752340128438
South Korea,H2 central production,wind,electrolysis,2035,wind turbines,6.3111486284867455
Southeast Asia,H2 central production,wind,electrolysis,2035,wind turbines,5.283752340128438
Taiwan,H2 central production,wind,electrolysis,2035,wind turbines,5.825675657064688
Argentina,H2 central production,wind,electrolysis,2035,wind turbines,5.048918902789397
Colombia,H2 central production,wind,electrolysis,2035,wind turbines,5.680033765638071
USA,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Africa_Eastern,H2 central production,wind,electrolysis,2040,wind turbines,5.139133974993925
Africa_Northern,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Africa_Southern,H2 central production,wind,electrolysis,2040,wind turbines,6.197190969845615
Africa_Western,H2 central production,wind,electrolysis,2040,wind turbines,5.016773642255975
Australia_NZ,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Brazil,H2 central production,wind,electrolysis,2040,wind turbines,5.016773642255975
Canada,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Central America and Caribbean,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Central Asia,H2 central production,wind,electrolysis,2040,wind turbines,4.900104487784906
China,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
EU-12,H2 central production,wind,electrolysis,2040,wind turbines,4.682322066105577
EU-15,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Europe_Eastern,H2 central production,wind,electrolysis,2040,wind turbines,5.139133974993925
Europe_Non_EU,H2 central production,wind,electrolysis,2040,wind turbines,4.788738476698885
European Free Trade Association,H2 central production,wind,electrolysis,2040,wind turbines,4.682322066105577
India,H2 central production,wind,electrolysis,2040,wind turbines,4.900104487784906
Indonesia,H2 central production,wind,electrolysis,2040,wind turbines,5.139133974993925
Japan,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Mexico,H2 central production,wind,electrolysis,2040,wind turbines,4.580532455972847
Middle East,H2 central production,wind,electrolysis,2040,wind turbines,4.900104487784906
Pakistan,H2 central production,wind,electrolysis,2040,wind turbines,4.900104487784906
Russia,H2 central production,wind,electrolysis,2040,wind turbines,4.682322066105577
South Africa,H2 central production,wind,electrolysis,2040,wind turbines,4.788738476698885
South America_Northern,H2 central production,wind,electrolysis,2040,wind turbines,4.900104487784906
South America_Southern,H2 central production,wind,electrolysis,2040,wind turbines,4.788738476698885
South Asia,H2 central production,wind,electrolysis,2040,wind turbines,4.900104487784906
South Korea,H2 central production,wind,electrolysis,2040,wind turbines,5.8529025826319705
Southeast Asia,H2 central production,wind,electrolysis,2040,wind turbines,4.900104487784906
Taiwan,H2 central production,wind,electrolysis,2040,wind turbines,5.402679307044896
Argentina,H2 central production,wind,electrolysis,2040,wind turbines,4.682322066105577
Colombia,H2 central production,wind,electrolysis,2040,wind turbines,5.267612324368774
USA,H2 central production,wind,electrolysis,2045,wind turbines,4.296106908995118
Africa_Eastern,H2 central production,wind,electrolysis,2045,wind turbines,4.82002238570184
Africa_Northern,H2 central production,wind,electrolysis,2045,wind turbines,4.296106908995118
Africa_Southern,H2 central production,wind,electrolysis,2045,wind turbines,5.812379935699278
Africa_Western,H2 central production,wind,electrolysis,2045,wind turbines,4.7052599479470345
Australia_NZ,H2 central production,wind,electrolysis,2045,wind turbines,4.296106908995118
Brazil,H2 central production,wind,electrolysis,2045,wind turbines,4.7052599479470345
Canada,H2 central production,wind,electrolysis,2045,wind turbines,4.296106908995118
Central America and Caribbean,H2 central production,wind,electrolysis,2045,wind turbines,4.296106908995118
Central Asia,H2 central production,wind,electrolysis,2045,wind turbines,4.595835297994777
China,H2 central production,wind,electrolysis,2045,wind turbines,4.296106908995118
EU-12,H2 central production,wind,electrolysis,2045,wind turbines,4.391575951417233
EU-15,H2 central production,wind,electrolysis,2045,wind turbines,4.296106908995118
Europe_Eastern,H2 central production,wind,electrolysis,2045,wind turbines,4.82002238570184
Europe_Non_EU,H2 central production,wind,electrolysis,2045,wind turbines,4.491384495767623
European Free Trade Association,H2 central production,wind,electrolysis,2045,wind turbines,4.391575951417233
India,H2 central production,wind,electrolysis,2045,wind turbines,4.595835297994777
Indonesia,H2 central production,wind,electrolysis,2045,wind turbines,4.82002238570184
