sector.name,subsector.name,technology,minicam.non.energy.input,units,input.cost,year
H2 wholesale dispensing,forecourt production,electrolysis,compression and storage,$1975/GJ H2,4.2179,2095
H2 wholesale dispensing,forecourt production,electrolysis,compression and storage,$1975/GJ H2,4.1512,2100
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,1975
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,1990
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,2005
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,2010
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,2015
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,2020
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,2025
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.189,2030
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.1069,2035
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,5.0262,2040
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.9467,2045
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.8685,2050
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.7915,2055
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.7158,2060
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.6412,2065
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.5678,2070
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.4956,2075
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.4245,2080
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.3545,2085
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.2857,2090
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.2179,2095
H2 wholesale dispensing,forecourt production,natural gas steam reforming,compression and storage,$1975/GJ H2,4.1512,2100
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,1975
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,1990
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,2005
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,2010
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,2015
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,2020
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,2025
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.321,2030
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.2961,2035
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.2714,2040
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.2469,2045
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.2225,2050
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.1984,2055
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.1744,2060
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.1506,2065
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.127,2070
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.1035,2075
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.0802,2080
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.0571,2085
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.0342,2090
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,3.0115,2095
H2 wholesale dispensing,H2 delivery,H2 liquid truck,non-energy,$1975/GJ H2,2.9889,2100
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,1975
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,1990
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,2005
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,2010
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,2015
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,2020
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,2025
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.189,2030
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.1069,2035
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,5.0262,2040
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.9467,2045
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.8685,2050
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.7915,2055
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.7158,2060
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.6412,2065
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.5678,2070
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.4956,2075
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.4245,2080
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.3545,2085
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.2857,2090
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.2179,2095
H2 wholesale dispensing,H2 delivery,H2 pipeline,non-energy,$1975/GJ H2,4.1512,2100
